Sun May 26 10:46:40 2024    profile_output

         35856598 function calls (35200488 primitive calls) in 51.988 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3717    0.001    0.000    0.009    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/frame.py:4017(_get_column_array)
     1062    0.001    0.000    0.009    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/accessor.py:220(__get__)
    23838    0.009    0.000    0.009    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/_config/__init__.py:55(using_pyarrow_string_dtype)
      931    0.002    0.000    0.009    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/traitlets/traitlets.py:689(set)
      531    0.003    0.000    0.009    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/numeric.py:1393(moveaxis)
      354    0.003    0.000    0.009    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/astype.py:138(_astype_float_to_int_nansafe)
     3822    0.006    0.000    0.009    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/getlimits.py:484(__new__)
      743    0.007    0.000    0.009    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/stride_tricks.py:340(_broadcast_to)
      937    0.003    0.000    0.009    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/asyncio/base_events.py:767(call_at)
    41238    0.009    0.000    0.009    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/scipy/stats/_kde.py:691(weights)
    46265    0.009    0.000    0.009    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:266(mgr_locs)
      424    0.000    0.000    0.009    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/utils/_array_api.py:327(isdtype)
    48388    0.008    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:2687(_max_dispatcher)
    28320    0.008    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:1249(shape)
     3989    0.005    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/queue.py:97(empty)
      212    0.003    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/numeric.py:2330(within_tol)
     3894    0.008    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:3760(_assert_can_do_setop)
     5203    0.004    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/shape_base.py:215(_vhstack_dispatcher)
     1416    0.005    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:1826(_check_label_or_level_ambiguity)
     3044    0.002    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:368(_cdf)
      424    0.000    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/utils/_array_api.py:123(isdtype)
    45025    0.008    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:2831(_min_dispatcher)
     1982    0.002    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:1686(name)
    24957    0.008    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:6685(_validate_indexer)
      177    0.001    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/common.py:605(check_parent_directory)
      177    0.001    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/format.py:425(__init__)
    39431    0.008    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:2416(_all_dispatcher)
      531    0.001    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/ops/array_ops.py:240(arithmetic_op)
     3717    0.003    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:1026(iget_values)
      177    0.001    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/csvs.py:153(_initialize_columns)
    13275    0.008    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:1262(_slice)
     3717    0.006    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/rdt/transformers/base.py:207(_get_output_to_property)
     7965    0.005    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/enum.py:202(__get__)
 1272/424    0.003    0.000    0.008    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/utils/_array_api.py:135(_isdtype_single)
     3843    0.005    0.000    0.007    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/asyncio/events.py:36(__init__)
      711    0.007    0.000    0.007    0.000 {built-in method posix.stat}
      389    0.002    0.000    0.007    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/data.py:68(_array_interface)
      931    0.002    0.000    0.007    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/traitlets/traitlets.py:718(_validate)
      177    0.000    0.000    0.007    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:7750(_maybe_try_sort)
      177    0.000    0.000    0.007    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:5895(tail)
    33842    0.007    0.000    0.007    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:696(ndim)
    13841    0.005    0.000    0.007    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/construction.py:688(_sanitize_non_ordered)
      813    0.002    0.000    0.007    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/utils/validation.py:1548(check_is_fitted)
    30192    0.007    0.000    0.007    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:974(dtype)
     1097    0.007    0.000    0.007    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:1392(np_find_common_type)
    59976    0.007    0.000    0.007    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/util/version/__init__.py:508(_parse_local_version)
      389    0.001    0.000    0.007    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/sklearn.py:1112(_get_iteration_range)
    34547    0.007    0.000    0.007    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:2096(_clip_dispatcher)
      354    0.001    0.000    0.007    0.000 <frozen genericpath>:16(exists)
      424    0.002    0.000    0.007    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/utils/_encode.py:149(__init__)
      354    0.001    0.000    0.007    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:398(reduce)
     1064    0.001    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/threading.py:424(notify_all)
     3717    0.005    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/compat/numpy/function.py:191(validate_clip_with_axis)
      708    0.004    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:7704(get_unanimous_names)
    53382    0.006    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/series.py:1480(_clear_item_cache)
      354    0.001    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:586(update_dtype)
      708    0.001    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/frame.py:1933(to_numpy)
     9593    0.006    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:161(iloc)
     5841    0.004    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:580(_get_axis_name)
       46    0.000    0.000    0.006    0.000 /tmp/ipykernel_10853/847428984.py:57(process_event)
     3044    0.006    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:308(_norm_cdf)
      708    0.002    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:957(_validate_tuple_indexer)
     1246    0.005    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:1763(np_can_hold_element)
      354    0.003    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/rdt/transformers/categorical.py:169(map_labels)
     1272    0.001    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/utils/_array_api.py:144(<genexpr>)
    21269    0.006    0.000    0.006    0.000 {method 'add' of 'set' objects}
     7974    0.005    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/typing.py:1258(__hash__)
     1416    0.002    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/grouper.py:1084(_convert_grouper)
      354    0.001    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:985(_convert_tuple)
      354    0.001    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:2021(setitem_inplace)
      389    0.001    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/sklearn.py:1291(best_iteration)
    14053    0.004    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1122(<lambda>)
     5062    0.003    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/threading.py:1153(_wait_for_tstate_lock)
      354    0.002    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:2897(__init__)
    26019    0.006    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:246(items)
      354    0.002    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/utils/validation.py:674(_pandas_dtype_needs_early_conversion)
      354    0.001    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/base.py:1333(searchsorted)
       35    0.001    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/function_base.py:2757(corrcoef)
     7021    0.004    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/asyncio/base_events.py:734(time)
     1062    0.005    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sdv/data_processing/data_processor.py:172(get_sdtypes)
      177    0.001    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/sorting.py:59(get_indexer_indexer)
    40815    0.006    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:6672(_maybe_cast_indexer)
      177    0.001    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:686(_decr_instances)
      813    0.002    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/utils/_array_api.py:312(reshape)
     1990    0.005    0.000    0.006    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/iostream.py:718(_rotate_buffers)
    13485    0.006    0.000    0.006    0.000 {method 'insert' of 'list' objects}
     5133    0.004    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:6270(<genexpr>)
      389    0.001    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/json/__init__.py:299(loads)
      177    0.002    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/utils.py:333(_screen_shape_linux)
     8142    0.005    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:209(is_object)
      177    0.000    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/csvs.py:277(_save_header)
    14195    0.004    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/compat/numpy/function.py:64(__call__)
     5520    0.005    0.000    0.005    0.000 {method 'ravel' of 'numpy.ndarray' objects}
     5442    0.004    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/utils/_array_api.py:272(__getattr__)
     8885    0.004    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:1165(_check_deprecated_callable_usage)
     1064    0.002    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/threading.py:394(notify)
4975/4807    0.002    0.000    0.005    0.000 <frozen abc>:121(__subclasscheck__)
      177    0.002    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/range.py:1148(take)
    30777    0.005    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/multiarray.py:153(concatenate)
      929    0.002    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/jupyter_client/session.py:600(msg_id)
     5380    0.003    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/shape_base.py:207(_arrays_for_stack_dispatcher)
     1626    0.001    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/utils/_array_api.py:334(get_namespace)
      531    0.001    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:2082(empty)
      708    0.002    0.000    0.005    0.000 {method 'any' of 'numpy.generic' objects}
     6759    0.005    0.000    0.005    0.000 {built-in method builtins.min}
     4106    0.004    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexers/utils.py:62(is_list_like_indexer)
      354    0.001    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/base.py:341(setitem_inplace)
     1244    0.002    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:102(acquire)
     9132    0.003    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/inspect.py:295(isclass)
      177    0.001    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sdv/single_table/base.py:924(_validate_conditions_unseen_columns)
     1416    0.003    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/utils.py:273(_is_ascii)
      354    0.002    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/ipkernel.py:775(_clean_thread_parent_frames)
     8035    0.004    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:241(is_single_block)
      708    0.001    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:1452(_convert_to_indexer)
      354    0.001    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:363(_can_hold_element)
      389    0.001    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/core.py:115(make_jcargs)
      354    0.001    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/ops.py:946(_sorted_ids)
      929    0.001    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/jupyter_client/session.py:272(msg_header)
     2446    0.001    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/utils/__init__.py:1151(is_scalar_nan)
     4954    0.005    0.000    0.005    0.000 {built-in method posix.getpid}
      354    0.001    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/algorithms.py:1248(searchsorted)
    29736    0.005    0.000    0.005    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/series.py:660(_constructor)
     1064    0.002    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/threading.py:588(__init__)
      177    0.004    0.000    0.004    0.000 {built-in method posix.remove}
     7434    0.004    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/rdt/transformers/base.py:90(set_random_state)
     2867    0.002    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:4436(_wrap_reindex_result)
       35    0.002    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/function_base.py:2530(cov)
      177    0.001    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/series.py:3254(__rmatmul__)
      389    0.001    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/core.py:2597(best_iteration)
      389    0.001    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/json/decoder.py:332(decode)
     3716    0.001    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/hmac.py:117(update)
      177    0.001    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:720(size)
      177    0.001    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/pathlib.py:731(parent)
     9027    0.004    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/ops/missing.py:131(dispatch_fill_zeros)
        1    0.000    0.000    0.004    0.004 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/IPython/core/history.py:55(only_when_enabled)
     2194    0.002    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:4379(_set_is_copy)
     1246    0.002    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:728(is_valid_na_for_dtype)
      813    0.002    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/utils/validation.py:1510(_is_fitted)
      937    0.002    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/asyncio/events.py:111(__init__)
      354    0.001    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:1169(_replace_coerce)
     4495    0.003    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/asyncio/selector_events.py:750(_process_events)
    24107    0.004    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:2317(_any_dispatcher)
     9164    0.003    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/common.py:686(<lambda>)
     1062    0.001    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:1768(ravel)
      354    0.001    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/common.py:690(is_signed_integer_dtype)
      929    0.001    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/hmac.py:122(copy)
        1    0.001    0.001    0.004    0.004 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/IPython/core/history.py:845(writeout_cache)
      177    0.004    0.000    0.004    0.000 {built-in method fcntl.ioctl}
    10451    0.004    0.000    0.004    0.000 {method 'upper' of 'str' objects}
    13098    0.003    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:3809(<genexpr>)
      531    0.003    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:2311(_fast_count_smallints)
      708    0.004    0.000    0.004    0.000 {built-in method _operator.eq}
      177    0.001    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/series.py:6480(all)
    22726    0.004    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/missing.py:1073(clean_reindex_fill_method)
      354    0.001    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexers/utils.py:187(validate_indices)
     4602    0.003    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/series.py:865(_references)
      354    0.001    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/frame.py:11458(blk_func)
       86    0.000    0.000    0.004    0.000 {built-in method builtins.print}
     1062    0.003    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/numeric.py:1330(normalize_axis_tuple)
      354    0.001    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:1725(can_hold_element)
     3894    0.003    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/base.py:238(construct_from_string)
      177    0.001    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:663(__new__)
      389    0.000    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/data.py:167(_is_np_array_like)
      708    0.003    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:1446(format_dict)
     5133    0.003    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/reshape/concat.py:693(_get_result_dim)
      354    0.002    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:1875(to_2d_mgr)
     1244    0.003    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:106(release)
     1626    0.001    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/_config.py:32(get_config)
      354    0.000    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/ops.py:939(_sort_idx)
      354    0.003    0.000    0.004    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
      813    0.001    0.000    0.004    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:200(reshape)
      193    0.000    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/copulas/multivariate/base.py:112(set_random_state)
     6088    0.003    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/construction.py:196(mgr_to_mgr)
    15383    0.003    0.000    0.003    0.000 {method 'decode' of 'bytes' objects}
      567    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/_weakrefset.py:63(__iter__)
     1416    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:2738(is_label_like)
      708    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/base.py:294(is_dtype)
      177    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/csvs.py:233(encoded_labels)
     2478    0.003    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:241(is_bool)
     1062    0.003    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:400(format_interval)
       46    0.000    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/src/simulation/State.py:83(ab_change)
    19479    0.003    0.000    0.003    0.000 {built-in method builtins.id}
    15504    0.003    0.000    0.003    0.000 {method 'keys' of 'dict' objects}
     5133    0.003    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/common.py:174(not_none)
     1593    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:2140(<genexpr>)
4975/4807    0.003    0.000    0.003    0.000 {built-in method _abc._abc_subclasscheck}
     6767    0.003    0.000    0.003    0.000 {method 'encode' of 'str' objects}
      193    0.002    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/copulas/__init__.py:69(validate_random_state)
     2050    0.002    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/utils/_array_api.py:111(_is_numpy_namespace)
      354    0.003    0.000    0.003    0.000 {method 'uniform' of 'numpy.random.mtrand.RandomState' objects}
      177    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/series.py:3170(dot)
      531    0.000    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/nanops.py:543(nanall)
      531    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/range.py:237(_data)
      389    0.002    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/core.py:1883(attr)
      354    0.003    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/sorting.py:644(get_group_index_sorter)
     9486    0.003    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/stride_tricks.py:542(<genexpr>)
     1945    0.002    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/core.py:419(c_str)
      354    0.002    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/groupby.py:1129(__iter__)
       16    0.000    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sdv/single_table/base.py:456(_set_random_state)
      929    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/hmac.py:161(hexdigest)
