Sun May 26 10:46:40 2024    profile_output

         35856598 function calls (35200488 primitive calls) in 51.988 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/copulas/multivariate/base.py:189(check_fit)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/re/_parser.py:452(_parse_sub)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/base.py:152(na_value)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/format.py:550(_initialize_columns)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1240(_find_spec)
      708    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/range.py:315(step)
      354    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/src/simulation/Pitcher.py:53(get_pitcher_state)
        5    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/iostream.py:127(_event_pipe_gc)
      531    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:226(__init__)
      531    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/csvs.py:113(header)
       51    0.000    0.000    0.000    0.000 {built-in method posix.getppid}
      708    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:632(ordered)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/re/_compiler.py:573(_code)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/zmq/eventloop/zmqstream.py:427(flush)
       35    0.000    0.000    0.000    0.000 {method 'diagonal' of 'numpy.ndarray' objects}
      177    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
      389    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/arraysetops.py:935(_setdiff1d_dispatcher)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/multiarray.py:1131(putmask)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/re/_parser.py:512(_parse)
        2    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/traitlets/traitlets.py:3631(set)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sdv/data_processing/data_processor.py:927(filter_valid)
      531    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/csvs.py:105(float_format)
      389    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/numeric.py:199(_ones_like_dispatcher)
      389    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/arraysetops.py:519(_in1d_dispatcher)
      531    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/csvs.py:109(decimal)
      177    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
      177    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/utils.py:282(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/range.py:130(_engine_type)
      531    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/range.py:298(stop)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1520(find_spec)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/kernelbase.py:302(poll_control_queue)
      424    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/multiarray.py:85(empty_like)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/format.py:494(is_truncated_horizontally)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1491(_get_spec)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/csvs.py:117(index)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:3214(_size_dispatcher)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/frame.py:655(_constructor)
      184    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/src/simulation/State.py:53(<genexpr>)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:1248(_has_valid_setitem_indexer)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/joblib/externals/loky/backend/__init__.py:7(_make_name)
      105    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/ma/core.py:6485(isMaskedArray)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/_monitor.py:30(__init__)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sdv/single_table/utils.py:117(check_num_rows)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1593(find_spec)
      142    0.000    0.000    0.000    0.000 /tmp/ipykernel_10853/847428984.py:3(check_for_ab_event)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/csvs.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/computation/expressions.py:246(where)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/range.py:231(_constructor)
        5    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/asyncio/futures.py:311(_set_result_unless_cancelled)
      212    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/linalg/linalg.py:1495(_svd_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/decorator.py:199(fix)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/tempfile.py:153(__next__)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/re/_compiler.py:37(_compile)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/typing.py:1047(_generic_class_getitem)
        7    0.000    0.000    0.000    0.000 {method 'set_result' of '_asyncio.Future' objects}
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/format.py:498(is_truncated_vertically)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        6    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/computation/expressions.py:172(_where_standard)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/csvs.py:143(_initialize_quotechar)
      212    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/numeric.py:2166(_allclose_dispatcher)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/format.py:558(_initialize_colspace)
      177    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/concurrent/futures/_base.py:537(set_result)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/format.py:612(_adjust_max_rows)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:584(_transpose_dispatcher)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/linalg/linalg.py:488(_unary_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:606(_maybe_promote_cached)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tornado/queues.py:186(put)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/format.py:885(__init__)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/range.py:451(_should_fallback_to_positional)
        6    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:259(_standardize_fill_value)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/pathlib.py:560(root)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/tempfile.py:142(rng)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/inspect.py:3237(bind)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:614(_maybe_promote)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/ipkernel.py:768(init_closure)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:1301(<lambda>)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/pathlib.py:437(__str__)
      212    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/numeric.py:2245(_isclose_dispatcher)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/format.py:531(_initialize_formatters)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/typing.py:1242(__init__)
      178    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/urllib/parse.py:108(_noop)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:1135(__enter__)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tornado/queues.py:209(put_nowait)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:1986(_sort_levels_monotonic)
        1    0.000    0.000    0.000    0.000 {built-in method _io.open_code}
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/common.py:148(__enter__)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/re/_compiler.py:511(_compile_info)
       35    0.000    0.000    0.000    0.000 {method 'conj' of 'numpy.ndarray' objects}
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/pathlib.py:569(_tail)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/random.py:126(__init__)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/inspect.py:3102(_bind)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/asyncio/selector_events.py:129(_read_from_self)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/threading.py:882(__init__)
      102    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/src/simulation/State.py:107(reset_count)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/zmq/eventloop/zmqstream.py:468(update_flag)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:304(acquire)
        5    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/asyncio/events.py:155(cancel)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/array_algos/take.py:287(_get_take_nd_function_cached)
      140    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/type_check.py:205(_is_type_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/random.py:135(seed)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:632(cached)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/threading.py:973(start)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/concurrent/futures/_base.py:337(_invoke_callbacks)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/urllib/parse.py:452(urlsplit)
        2    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/traitlets/traitlets.py:3474(validate)
      105    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/function_base.py:1457(_interp_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/asyncio/futures.py:394(_call_set_state)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        2    0.000    0.000    0.000    0.000 {method 'recv' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:1955(np_can_cast_scalar)
       35    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/traitlets/traitlets.py:1512(_notify_trait)
        7    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/typing.py:1188(__setattr__)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/zmq/sugar/poll.py:80(poll)
       31    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/re/_parser.py:261(get)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x742ca6ee9260}
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/asyncio/base_events.py:838(call_soon_threadsafe)
